Id,SalePrice
1461,128350.0
1462,156391.32
1463,181188.6
1464,180211.35
1465,196018.89
1466,182226.35
1467,168289.16
1468,175308.42
1469,179841.46
1470,122418.5
1471,197733.24
1472,95239.71
1473,100869.21
1474,153515.53
1475,140856.95
1476,380070.42
1477,250602.65
1478,314508.05
1479,254965.84
1480,445294.1
1481,305992.1
1482,205715.65
1483,175882.18
1484,180611.64
1485,174806.6
1486,197009.9
1487,322596.16
1488,239836.9
1489,212334.88
1490,200391.7
1491,189434.3
1492,100165.43
1493,169989.72
1494,294264.43
1495,303793.65
1496,228794.13
1497,194380.97
1498,153177.77
1499,153789.6
1500,152757.41
1501,174466.35
1502,167985.85
1503,308492.67
1504,232835.92
1505,214741.2
1506,187257.24
1507,212654.56
1508,199428.46
1509,164453.84
1510,152701.0
1511,151860.0
1512,175003.0
1513,151378.66
1514,160272.84
1515,168858.52
1516,156081.0
1517,152759.05
1518,132708.91
1519,225741.88
1520,138357.25
1521,146014.0
1522,161046.0
1523,114021.02
1524,124370.21
1525,124751.64
1526,128338.37
1527,100686.78
1528,126849.5
1529,144556.37
1530,166488.0
1531,124839.43
1532,110433.71
1533,146634.83
1534,114581.27
1535,153256.0
1536,115807.96
1537,77728.11
1538,178544.0
1539,229781.15
1540,106404.0
1541,149726.71
1542,141621.03
1543,215177.57
1544,79945.54
1545,102765.84
1546,124468.0
1547,142049.75
1548,137174.87
1549,112906.5
1550,141971.04
1551,117548.74
1552,142710.4
1553,152711.96
1554,115052.65
1555,169083.0
1556,98415.41
1557,127335.73
1558,93863.47
1559,121278.05
1560,146427.5
1561,154896.25
1562,125802.08
1563,124505.16
1564,163652.9
1565,157272.4
1566,213110.92
1567,77083.11
1568,224462.24
1569,146529.14
1570,126802.55
1571,131689.56
1572,146531.75
1573,229658.36
1574,112480.28
1575,209831.1
1576,219296.98
1577,207324.6
1578,151779.1
1579,142974.0
1580,192386.5
1581,138985.0
1582,127901.0
1583,333199.35
1584,241737.0
1585,139429.0
1586,73639.86
1587,105037.66
1588,151912.52
1589,101396.75
1590,135136.09
1591,110193.5
1592,126497.17
1593,116274.0
1594,136210.98
1595,118175.94
1596,235925.4
1597,162222.64
1598,188060.17
1599,215250.71
1600,186639.55
1601,78096.3
1602,117273.33
1603,97797.46
1604,274518.63
1605,250214.75
1606,166404.65
1607,159176.49
1608,214142.86
1609,201812.6
1610,161831.58
1611,150047.74
1612,163752.87
1613,164805.47
1614,123744.5
1615,87350.0
1616,85203.5
1617,88566.92
1618,128230.5
1619,134075.5
1620,145257.16
1621,137190.82
1622,152846.82
1623,286933.54
1624,215772.08
1625,133390.58
1626,171728.5
1627,188505.35
1628,283185.44
1629,176717.89
1630,344218.86
1631,223045.35
1632,239741.56
1633,170531.96
1634,180258.0
1635,178167.81
1636,160995.45
1637,176136.04
1638,215081.5
1639,181286.37
1640,249581.61
1641,182627.5
1642,221369.42
1643,224634.51
1644,226287.78
1645,177472.38
1646,154850.87
1647,160349.7
1648,144795.25
1649,138817.5
1650,120941.85
1651,122643.25
1652,93327.71
1653,97365.71
1654,154988.0
1655,157841.3
1656,151560.0
1657,154632.53
1658,156836.75
1659,138725.0
1660,145522.5
1661,439159.84
1662,388271.84
1663,372454.14
1664,442260.02
1665,321937.63
1666,331887.68
1667,345842.03
1668,327012.08
1669,304846.24
1670,346098.6
1671,261134.38
1672,471817.34
1673,301626.4
1674,249210.76
1675,187659.47
1676,189203.1
1677,215100.43
1678,446883.55
1679,379315.82
1680,327000.09
1681,273713.48
1682,301186.37
1683,186218.13
1684,170487.49
1685,174684.64
1686,167822.53
1687,169521.6
1688,186135.4
1689,188185.05
1690,183509.14
1691,175778.93
1692,265073.64
1693,172043.82
1694,182570.0
1695,171416.62
1696,264029.93
1697,171595.6
1698,347703.09
1699,322788.59
1700,242665.63
1701,256925.01
1702,254741.94
1703,252344.74
1704,295191.99
1705,231203.61
1706,428357.81
1707,222017.04
1708,219754.82
1709,284465.19
1710,223157.89
1711,262951.21
1712,226480.08
1713,242734.78
1714,227606.14
1715,200539.0
1716,176120.34
1717,165391.15
1718,144417.09
1719,208908.0
1720,250419.14
1721,164433.88
1722,138565.3
1723,156561.9
1724,214524.27
1725,230770.11
1726,186212.74
1727,171568.83
1728,186209.08
1729,162821.09
1730,161925.31
1731,119707.24
1732,129891.76
1733,128794.66
1734,132502.08
1735,135616.5
1736,116702.57
1737,365263.43
1738,216019.53
1739,277847.72
1740,192134.07
1741,176308.24
1742,171785.0
1743,175081.0
1744,308376.71
1745,238051.47
1746,285479.58
1747,217135.74
1748,204907.0
1749,162942.19
1750,147151.67
1751,231312.09
1752,124291.0
1753,144931.79
1754,218617.8
1755,164270.81
1756,122222.76
1757,121825.0
1758,143132.35
1759,165585.24
1760,162263.0
1761,152435.32
1762,166632.44
1763,167332.5
1764,116692.74
1765,167422.5
1766,175647.5
1767,197851.7
1768,139819.0
1769,166101.93
1770,138314.25
1771,139102.3
1772,145550.92
1773,144118.09
1774,131551.2
1775,132322.8
1776,122264.27
1777,117805.0
1778,128034.34
1779,116971.01
1780,177114.06
1781,130303.02
1782,101997.0
1783,130045.07
1784,91427.02
1785,114892.26
1786,140338.93
1787,174857.07
1788,63130.69
1789,94486.29
1790,86910.61
1791,173959.5
1792,154774.25
1793,139811.09
1794,140833.1
1795,141867.25
1796,121834.83
1797,115851.16
1798,127337.0
1799,117112.33
1800,124970.5
1801,128922.68
1802,145424.74
1803,151884.58
1804,141557.3
1805,137581.0
1806,113568.67
1807,146845.0
1808,120286.6
1809,130468.38
1810,145850.4
1811,111234.8
1812,119251.9
1813,121647.25
1814,99575.94
1815,59731.32
1816,104790.27
1817,122763.99
1818,130748.5
1819,116469.57
1820,75874.11
1821,122070.75
1822,147491.42
1823,57773.42
1824,137110.25
1825,137022.51
1826,103560.5
1827,110952.02
1828,138283.0
1829,114073.01
1830,144248.79
1831,172863.14
1832,109085.39
1833,146598.5
1834,136012.28
1835,174885.65
1836,125258.0
1837,97238.26
1838,134307.25
1839,88180.0
1840,169047.59
1841,154470.88
1842,90924.5
1843,143474.17
1844,141030.1
1845,139149.76
1846,152723.85
1847,148845.8
1848,63401.11
1849,125647.34
1850,129969.92
1851,153469.0
1852,128840.39
1853,133537.68
1854,176472.8
1855,144678.5
1856,217995.88
1857,157596.61
1858,140324.25
1859,125132.32
1860,154680.76
1861,124889.46
1862,274559.38
1863,273615.2
1864,273615.2
1865,318524.76
1866,338536.44
1867,241417.63
1868,297639.73
1869,192509.44
1870,247168.94
1871,251850.61
1872,172476.42
1873,225815.81
1874,140111.87
1875,199443.36
1876,192874.0
1877,205423.48
1878,205445.92
1879,135253.1
1880,135022.18
1881,235549.06
1882,253849.94
1883,197533.5
1884,218973.36
1885,259930.29
1886,297127.66
1887,197505.66
1888,274189.71
1889,163656.89
1890,134347.61
1891,142779.0
1892,112159.82
1893,136486.75
1894,126601.24
1895,149532.5
1896,124391.0
1897,117045.0
1898,108841.62
1899,129721.91
1900,154021.81
1901,159746.32
1902,135119.77
1903,228006.3
1904,138685.37
1905,172849.69
1906,157117.53
1907,193585.96
1908,119822.0
1909,134167.83
1910,126005.83
1911,196287.32
1912,268672.91
1913,141351.92
1914,63325.21
1915,336292.34
1916,70923.62
1917,262210.4
1918,136227.0
1919,153380.69
1920,142824.44
1921,409897.12
1922,336674.23
1923,203881.24
1924,241584.67
1925,226707.14
1926,375788.16
1927,140171.5
1928,161988.0
1929,128269.36
1930,130855.0
1931,139173.6
1932,136020.32
1933,172189.85
1934,182166.0
1935,177480.75
1936,191242.0
1937,182257.84
1938,169978.89
1939,236188.96
1940,197328.65
1941,176944.9
1942,189128.4
1943,194188.95
1944,316723.25
1945,375255.47
1946,159187.7
1947,311559.5
1948,169342.24
1949,248680.66
1950,178915.79
1951,261127.8
1952,237196.62
1953,164476.19
1954,203110.3
1955,131890.5
1956,276671.39
1957,158304.96
1958,313570.46
1959,141618.08
1960,115565.87
1961,119921.5
1962,93319.5
1963,103497.83
1964,114824.8
1965,155306.85
1966,155018.95
1967,295710.31
1968,388886.25
1969,380479.51
1970,424830.27
1971,421133.04
1972,376253.46
1973,264812.84
1974,314780.57
1975,451643.75
1976,279821.61
1977,356962.88
1978,344960.19
1979,334344.9
1980,194810.79
1981,342162.94
1982,231124.48
1983,217234.59
1984,169319.18
1985,206530.75
1986,213182.87
1987,185646.01
1988,179041.15
1989,189531.29
1990,222924.0
1991,220591.76
1992,211479.44
1993,171466.06
1994,244993.75
1995,184958.05
1996,254672.75
1997,326063.73
1998,357329.66
1999,255381.47
2000,303007.06
2001,265186.79
2002,232437.6
2003,254637.59
2004,267333.68
2005,228874.82
2006,221043.38
2007,245292.58
2008,216424.51
2009,190955.5
2010,189669.49
2011,150713.02
2012,178398.33
2013,181986.35
2014,190849.5
2015,194163.33
2016,191946.0
2017,204742.5
2018,122949.5
2019,134324.83
2020,119341.5
2021,116738.96
2022,179295.5
2023,147423.12
2024,220930.68
2025,380943.96
2026,182203.21
2027,146587.98
2028,152532.93
2029,170403.5
2030,277011.14
2031,258451.5
2032,273932.97
2033,278739.24
2034,165258.8
2035,203028.66
2036,187920.84
2037,193562.01
2038,332869.26
2039,210355.0
2040,393814.91
2041,271285.97
2042,203923.68
2043,173689.5
2044,170117.5
2045,232224.8
2046,133935.9
2047,151019.4
2048,134561.5
2049,133687.78
2050,171877.81
2051,106450.5
2052,137974.8
2053,144566.25
2054,82844.3
2055,162970.55
2056,127633.99
2057,128246.84
2058,211888.2
2059,129575.18
2060,165783.32
2061,180845.0
2062,138573.0
2063,114445.58
2064,139839.55
2065,125021.8
2066,168445.2
2067,141816.02
2068,138777.22
2069,87478.95
2070,110776.37
2071,96313.75
2072,133586.82
2073,137643.58
2074,180754.5
2075,149946.25
2076,122351.21
2077,147841.25
2078,129486.33
2079,132521.5
2080,117983.0
2081,120665.5
2082,127537.92
2083,148085.96
2084,112051.58
2085,133769.8
2086,109492.88
2087,121946.25
2088,106874.16
2089,96870.1
2090,139770.84
2091,125787.81
2092,133679.29
2093,133233.57
2094,134452.2
2095,150074.09
2096,87810.36
2097,97997.54
2098,151290.37
2099,62809.53
2100,117123.8
2101,123665.27
2102,143292.08
2103,101574.0
2104,132636.93
2105,130730.37
2106,77571.41
2107,250921.82
2108,118443.56
2109,115496.96
2110,122660.08
2111,154935.7
2112,132220.59
2113,118279.5
2114,113858.66
2115,152027.54
2116,114229.21
2117,146736.71
2118,122152.62
2119,112613.2
2120,113552.41
2121,114708.84
2122,99348.97
2123,92355.12
2124,184375.3
2125,129470.11
2126,154074.63
2127,150392.25
2128,134685.93
2129,107464.61
2130,143094.63
2131,157003.33
2132,117021.14
2133,115601.71
2134,119170.71
2135,105786.82
2136,84110.04
2137,118967.25
2138,138103.09
2139,152615.5
2140,137353.5
2141,143512.0
2142,139744.92
2143,145504.34
2144,119226.13
2145,133881.0
2146,143910.15
2147,151982.82
2148,127634.33
2149,134971.0
2150,234147.88
2151,133713.49
2152,169099.75
2153,161611.5
2154,111257.7
2155,129858.5
2156,222724.36
2157,242213.66
2158,234266.4
2159,215625.6
2160,171923.13
2161,249400.89
2162,426911.89
2163,345211.75
2164,253877.27
2165,177128.3
2166,144828.6
2167,205230.46
2168,211721.9
2169,192229.5
2170,221239.09
2171,137806.0
2172,138725.27
2173,159677.01
2174,242200.59
2175,327076.24
2176,325133.8
2177,256417.77
2178,218327.6
2179,146467.5
2180,189692.53
2181,189464.83
2182,221154.72
2183,194404.41
2184,138644.83
2185,133174.88
2186,147239.87
2187,147341.5
2188,154241.4
2189,179019.25
2190,85176.21
2191,90275.82
2192,96928.01
2193,96388.93
2194,102900.0
2195,114045.21
2196,110322.02
2197,110569.56
2198,155615.46
2199,163656.5
2200,133715.0
2201,132246.54
2202,191673.0
2203,161531.57
2204,167621.94
2205,117281.04
2206,135060.0
2207,238734.64
2208,232788.12
2209,180963.48
2210,125800.5
2211,113619.21
2212,113520.75
2213,103588.75
2214,141074.15
2215,103443.5
2216,148899.32
2217,76140.2
2218,87478.61
2219,71041.58
2220,78642.24
2221,335073.19
2222,260524.25
2223,268723.52
2224,216327.82
2225,142537.12
2226,179335.92
2227,197344.03
2228,284791.07
2229,243874.68
2230,162508.45
2231,212121.65
2232,174437.33
2233,175077.41
2234,255267.61
2235,200532.77
2236,275638.44
2237,348983.51
2238,202121.69
2239,122648.05
2240,166416.75
2241,149878.05
2242,136131.47
2243,139756.84
2244,97227.0
2245,94691.5
2246,143289.46
2247,104216.37
2248,125289.6
2249,128129.5
2250,137616.5
